Id,CityId,PoolId,QuestId,Type,Rarity,CenterPosition,Title,Description,Target,
10203,1,1002,0,Scene,2,Event_10203,Kejahatan yang Menyebar,Abyss Mage terlihat melakukan ritual kepada para Hilichurl. Kalahkan mereka dan akhiri semua ini.,Habisi semua musuh,
10204,1,1002,0,Scene,2,Event_10204,Kejahatan yang Menyebar,Abyss Mage terlihat melakukan ritual kepada para Hilichurl. Kalahkan mereka dan akhiri semua ini.,Habisi semua musuh,
10205,1,1002,0,Scene,2,Event_10205,Kejahatan yang Menyebar,Abyss Mage terlihat melakukan ritual kepada para Hilichurl. Kalahkan mereka dan akhiri semua ini.,Habisi semua musuh,
10206,1,1002,0,Scene,2,Event_10206,Kejahatan yang Menyebar,Abyss Mage terlihat melakukan ritual kepada para Hilichurl. Kalahkan mereka dan akhiri semua ini.,Habisi semua musuh,
10500,1,1002,0,Scene,2,Event_10500,Darurat,Eye of the Storm terlihat di alam liar mengancam keselamatan penduduk sekitar. Kalahkan dia dan akhiri ancaman ini.,Kalahkan Eye of the Storm,
10502,1,1002,0,Scene,2,Event_10502,Darurat,Ruin Guard terlihat berkeliaran di alam liar, mengancam keselamatan yang ada di sekitarnya. Kalahkan dia dan akhiri semua ini.,Kalahkan Ruin Guard,
10503,1,1002,0,Scene,2,Event_10503,Darurat,Ruin Guard terlihat berkeliaran di alam liar, mengancam keselamatan yang ada di sekitarnya. Kalahkan dia dan akhiri semua ini.,Kalahkan Ruin Guard,
10504,1,1002,0,Scene,2,Event_10504,Darurat,Eye of the Storm terlihat di alam liar mengancam keselamatan penduduk sekitar. Kalahkan dia dan akhiri ancaman ini.,Kalahkan Eye of the Storm,
10505,1,1002,0,Scene,2,Event_10505,Darurat,Ruin Guard terlihat berkeliaran di alam liar, mengancam keselamatan yang ada di sekitarnya. Kalahkan dia dan akhiri semua ini.,Kalahkan Ruin Guard,
10506,1,1002,0,Scene,2,Event_10506,Darurat,Ruin Guard terlihat berkeliaran di alam liar, mengancam keselamatan yang ada di sekitarnya. Kalahkan dia dan akhiri semua ini.,Kalahkan Ruin Guard,
10507,1,1002,0,Scene,2,Event_10507,Darurat,Eye of the Storm terlihat di alam liar mengancam keselamatan penduduk sekitar. Kalahkan dia dan akhiri ancaman ini.,Kalahkan Eye of the Storm,
10300,1,1003,0,Scene,2,DUMMY_POS 3001 000276,Bahaya Meningkat,Para Hilichurl membangun menara di alam liar. Ayo cepat hancurkan.,Hancurkan menara Hilichurl,
10301,1,1003,0,Scene,2,Event_10301,Bahaya Meningkat,Para Hilichurl membangun menara di alam liar. Ayo cepat hancurkan.,Hancurkan menara Hilichurl,
10302,1,1003,0,Scene,2,Event_10302,Bahaya Meningkat,Para Hilichurl membangun menara di alam liar. Ayo cepat hancurkan.,Hancurkan menara Hilichurl,
10303,1,1003,0,Scene,2,Event_10303,Bahaya Meningkat,Para Hilichurl membangun menara di alam liar. Ayo cepat hancurkan.,Hancurkan menara Hilichurl,
10304,1,1003,0,Scene,2,Event_10304,Bahaya Meningkat,Para Hilichurl membangun menara di alam liar. Ayo cepat hancurkan.,Hancurkan menara Hilichurl,
10305,1,1003,0,Scene,2,Event_10305,Bahaya Meningkat,Para Hilichurl membangun menara di alam liar. Ayo cepat hancurkan.,Hancurkan menara Hilichurl,
10306,1,1003,0,Scene,2,Event_10306,Bahaya Meningkat,Para Hilichurl membangun menara di alam liar. Ayo cepat hancurkan.,Hancurkan menara Hilichurl,
10400,1,1003,0,Scene,2,DUMMY_POS 3001 300100163,Bahan Peledak yang Berguling,Para Hilichurl membuat gentong peledak berbahaya di alam liar. Bahannya adalah... Slime?! Ayo hentikan mereka!,Habisi semua musuh,
10401,1,1003,0,Scene,2,Event_10401,Bahan Peledak yang Berguling,Para Hilichurl membuat gentong peledak berbahaya di alam liar. Bahannya adalah... Slime?! Ayo hentikan mereka!,Habisi semua musuh,
10402,1,1003,0,Scene,2,Event_10402,Bahan Peledak yang Berguling,Para Hilichurl membuat gentong peledak berbahaya di alam liar. Bahannya adalah... Slime?! Ayo hentikan mereka!,Habisi semua musuh,
10403,1,1003,0,Scene,2,Event_10403,Bahan Peledak yang Berguling,Para Hilichurl membuat gentong peledak berbahaya di alam liar. Bahannya adalah... Slime?! Ayo hentikan mereka!,Habisi semua musuh,
10404,1,1003,0,Scene,2,Event_10404,Bahan Peledak yang Berguling,Para Hilichurl membuat gentong peledak berbahaya di alam liar. Bahannya adalah... Slime?! Ayo hentikan mereka!,Habisi semua musuh,
10405,1,1003,0,Scene,2,Event_10405,Bahan Peledak yang Berguling,Para Hilichurl membuat gentong peledak berbahaya di alam liar. Bahannya adalah... Slime?! Ayo hentikan mereka!,Habisi semua musuh,
10700,1,1003,0,Scene,2,Event_10700,Muatan Berbahaya,Para Hilichurl mengawal balon Slime yang penuh dengan benda berbahaya. Hancurkan balon Slime Hilichurl dan singkirkan ancaman ini.,Hancurkan balon Slime,
10701,1,1003,0,Scene,2,Event_10701,Muatan Berbahaya,Para Hilichurl mengawal balon Slime yang penuh dengan benda berbahaya. Hancurkan balon Slime Hilichurl dan singkirkan ancaman ini.,Hancurkan balon Slime,
10702,1,1003,0,Scene,2,Event_10702,Muatan Berbahaya,Para Hilichurl mengawal balon Slime yang penuh dengan benda berbahaya. Hancurkan balon Slime Hilichurl dan singkirkan ancaman ini.,Hancurkan balon Slime,
10800,1,1002,0,Scene,2,Event_10800,Maju dengan Kecepatan Penuh,Capai tujuan dalam batas waktu. Mengalahkan musuh akan memberimu sedikit lebih banyak waktu.,Capai lokasi tujuan dalam batas waktu,
10801,1,1002,0,Scene,2,Event_10801,Maju dengan Kecepatan Penuh,Capai tujuan dalam batas waktu. Mengalahkan musuh akan memberimu sedikit lebih banyak waktu.,Capai lokasi tujuan dalam batas waktu,
10900,1,1001,0,Scene,2,Event_10900,Petunjuk Keamanan,Balon udara yang dipakai untuk memuat barang sepertinya sudah diincar oleh monster. Jangan biarkan monster merebut barang muatan dan antarkan balon udara ini agar bisa sampai ke tujuan dengan selamat.,Antarkan dan lindungi kargo balon udara sampai ke tujuan,
11000,1,1003,0,Scene,2,Event_11000,Masalah Besar yang Dingin,Bum! Para Hilichurl meledakkan sebuah Gentong Peledak... tapi kenapa gentong-gentong ini dingin sekali? Ayo cepat gagalkan rencana jahat mereka!,Habisi semua musuh,
11001,1,1003,0,Scene,2,Event_11001,Masalah Besar yang Dingin,Bum! Para Hilichurl meledakkan sebuah Gentong Peledak... tapi kenapa gentong-gentong ini dingin sekali? Ayo cepat gagalkan rencana jahat mereka!,Habisi semua musuh,
11100,1,1002,0,Scene,2,Event_11100,Darurat,Frostarm Lawachurl terlihat berkeliaran di alam liar dan mengancam keamanan di sekitarnya. Kalahkan dia dan akhiri semua ini.,Kalahkan Frostarm Lawachurl,
11200,1,1002,0,Scene,2,Event_11200,Maju dengan Kecepatan Penuh,Capai tujuan dalam batas waktu. Mengalahkan musuh akan memberimu sedikit lebih banyak waktu.,Capai lokasi tujuan dalam batas waktu,
11300,1,1001,0,Scene,2,Event_11300,Pertahanan yang Kokoh,Kalahkan semua musuh dan lindungi Monolit Ley Line.,Selesaikan tantangan dengan melindungi Monolit Ley Line,
11301,1,1001,0,Scene,2,Event_11301,Pertahanan yang Kokoh,Kalahkan semua musuh dan lindungi Monolit Ley Line.,Selesaikan tantangan dengan melindungi Monolit Ley Line,
11400,1,1001,0,Scene,2,Event_11400,"Demi Harbingers!","Demi Harbingers..." para Fatui sepertinya sedang berkumpul untuk merencanakan sesuatu yang berbahaya. Jangan biarkan mereka begitu saja!,Kalahkan semua musuh,
11401,1,1001,0,Scene,2,Event_11401,"Demi Harbingers!","Demi Harbingers..." para Fatui sepertinya sedang berkumpul untuk merencanakan sesuatu yang berbahaya. Jangan biarkan mereka begitu saja!,Kalahkan semua musuh,
20500,1,2003,2000101,Quest,2,EventTest01,Jalan Buntu?,Sekelompok Hilichurl memanfaatkan jalan yang ditutup untuk menyerang Quinn. Ayo bantu dia.,Selamatkan Quinn,
20501,1,2003,2001101,Quest,2,Event_20501,Jalan Buntu?,Sekelompok Hilichurl memanfaatkan jalan yang ditutup untuk menyerang Anthony. Ayo bantu dia.,Selamatkan Anthony,
20502,1,2003,2001201,Quest,2,Event_20502,Jalan Buntu?,Sekelompok Hilichurl memanfaatkan jalan yang ditutup untuk menyerang Myrana. Ayo bantu dia.,Selamatkan Myrana,
20503,1,2003,2001301,Quest,2,Event_20503,Jalan Buntu?,Sekelompok Hilichurl memanfaatkan jalan yang ditutup untuk menyerang Jack. Ayo bantu dia.,Selamatkan Jack,
20400,1,2003,2000501,Quest,2,Q20005NPC,Kunci yang Hilang,Wyatt mencari kuncinya yang hilang.,Bantu Wyatt menemukan kuncinya,
20401,1,2003,2002501,Quest,2,Q20025NPC,Kunci yang Hilang,Wyatt mencari kuncinya yang hilang.,Bantu Wyatt menemukan kuncinya,
20402,1,2003,2003501,Quest,2,Q20025NPC,Kunci yang Hilang,Wyatt mencari kuncinya yang hilang.,Bantu Wyatt menemukan kuncinya,
20403,1,2003,2001901,Quest,2,Q20005NPC,Kunci yang Hilang,Wyatt mencari kuncinya yang hilang.,Bantu Wyatt menemukan kuncinya,
20300,1,2003,2000601,Quest,2,Event102,Mengantar Makanan,Bantu Sara mengirim makanan kepada pelanggannya.,Kirim makanan kepada Orlean,
20301,1,2003,2001601,Quest,2,Event20301,Mengantar Makanan,Bantu Sara mengirim makanan kepada pelanggannya.,Kirim makanan kepada pelanggan,
20302,1,2003,2002601,Quest,2,Event20302,Mengantar Makanan,Bantu Sara mengirim makanan kepada pelanggannya.,Kirim makanan kepada Draff,
20100,1,2003,2000709,Quest,2,Q20007NPC,Perbaikan Darurat,Gerobak Allan rusak karena diserang monster, kumpulkan bahan-bahan untuk membantunya memperbaiki gerobak.,Bantu Allan memperbaiki gerobaknya,
20101,1,2003,2001709,Quest,2,Q20017NPC,Perbaikan Darurat,Gerobak Farrah rusak karena diserang monster, kumpulkan bahan-bahan untuk membantunya memperbaiki gerobak.,Bantu Farrah memperbaiki gerobaknya,
20102,1,2003,2001809,Quest,2,Q20018NPC,Perbaikan Darurat,Gerobak Magar rusak karena diserang monster, kumpulkan bahan-bahan untuk membantunya memperbaiki gerobak.,Bantu Magar memperbaiki gerobaknya,
20200,1,2003,2000801,Quest,1,Event_20200,Masalah yang Berputar-Putar!,Para Slime tiba-tiba muncul di dermaga di Mondstadt. Akhiri semua kekacauan ini dengan mengalahkan mereka.,Kalahkan para Slime,
20201,1,2003,2002701,Quest,2,Event_20201,Masalah yang Berputar-Putar!,Para Slime tiba-tiba muncul di Dawn Winery. Akhiri semua kekacauan ini dengan mengalahkan mereka.,Kalahkan para Slime,
20202,1,2003,2002801,Quest,2,Event_20202,Masalah yang Berputar-Putar!,Para Slime tiba-tiba muncul di Dawn Winery. Akhiri semua kekacauan ini dengan mengalahkan mereka.,Kalahkan para Slime,
20700,1,2003,2000909,Quest,2,Q20009NPC01,Bahasa Manusia,Pergi temani Ella Musk ke perkemahan Hilichurl untuk berlatih bahasa Hilichurl.,Pergi bersama Ella Musk ke perkemahan Hilichurl,
20701,1,2003,2001009,Quest,2,Q20010NPC01,Bahasa Manusia,Pergi temani Ella Musk ke perkemahan Hilichurl untuk berlatih bahasa Hilichurl.,Pergi bersama Ella Musk ke perkemahan Hilichurl,
20702,1,2003,2001509,Quest,2,Q20015NPC01,Bahasa Manusia,Pergi temani Ella Musk ke perkemahan Hilichurl untuk berlatih bahasa Hilichurl.,Pergi bersama Ella Musk ke perkemahan Hilichurl,
21000,1,2003,2003601,Quest,2,Event_21000,Angin Membawa Rindu,Glory merindukan kekasihnya yang pergi menempuh perjalanan panjang, dan dia mencari cara untuk menyampaikan rindu hatinya.,Penuhi permintaan Glory,
20900,1,2003,2003801,Quest,2,Event_20900,Ucapan Syukur,Jilliana mencari seseorang untuk mewakilinya membersihkan Patung The Seven, yang sudah lama tidak dibersihkan...,Penuhi permintaan Jilliana,
21100,1,2003,2003701,Quest,1,Q20037NPC01GDWTBG,Kasih Tak Tersampaikan,Godwin, seorang anggota Knights of Favonius merindukan kekasihnya yang berada di Mondstadt. Dan dia mencari seseorang untuk mengantarkan surat kepada kekasihnya...,Kirimkan surat Godwin,
21200,1,2003,2003901,Quest,2,Event_21200,Pesona Alkimia yang Luar Biasa!,Timaeus ingin memperlihatkan pada orang-orang tentang kehebatan alkimia...,Merasakan kekuatan alkimia,
20600,1,2003,2004001,Quest,2,Event_20600,Badai yang Belum Terlihat,Suster Vind ingin sampai ke puncak menara pengawas, tapi jalannya terhalang... Dan dia sedang memikirkan cara untuk sampai ke atas sana.,Bantu Suster Vind,
21300,1,2003,2004101,Quest,2,Event_21300,Petualangan Butuh Keberanian!,Patchi ada di dekat Thousand Winds Temple, mencoba mencari cara untuk masuk...,Bantu Patchi,
21600,1,2003,2004401,Quest,1,Event_21600,Impian Ellin Menjadi Knight,Ellin berlatih dengan keras untuk menjadi seorang Knight, tetapi latihannya tidak kunjung berbuah. Dia berharap seseorang bisa memberi petunjuk...,Bantu Ellin berlatih,
21601,1,2003,2005001,Quest,1,Event_21600,Impian Ellin Menjadi Knight,Ellin berlatih dengan keras untuk menjadi seorang Knight, tetapi latihannya tidak kunjung berbuah. Dia berharap seseorang bisa memberi petunjuk...,Selesaikan latihan Ellin,
21602,1,2003,2005301,Quest,2,Event_21600,Impian Ellin Menjadi Knight,Ellin berlatih dengan keras untuk menjadi seorang Knight, tetapi latihannya tidak kunjung berbuah. Dia berharap seseorang bisa memberi petunjuk...,Selesaikan latihan Ellin,
21603,1,2003,2006501,Quest,2,Event_21600,Impian Ellin Menjadi Knight,Ellin berlatih dengan keras untuk menjadi seorang Knight, tetapi latihannya tidak kunjung berbuah. Dia berharap seseorang bisa memberi petunjuk...,Selesaikan latihan Ellin,
21604,1,2003,2006601,Quest,2,Event_21600,Impian Ellin Menjadi Knight,Ellin berlatih dengan keras untuk menjadi seorang Knight, tetapi latihannya tidak kunjung berbuah. Dia berharap seseorang bisa memberi petunjuk...,Selesaikan latihan Ellin,
21400,1,2003,2004201,Quest,1,Q20042NPC1Born,Tuan Albert, Hentikan!,Seseorang yang mencurigakan terlihat di sekitar Katedral, dan Suster Victoria mencari seseorang yang bisa membantunya untuk menginvestigasi orang-orang itu...,Bantu Suster Victoria,
21500,1,2003,2004301,Quest,1,Q20043NPC1Born,Michelle Tidak Pernah Beristirahat!,Michelle dalam perjalanan ke tempat kerja, namun dia tampak begitu lelah...,Penuhi permintaan Michelle,
21800,1,2003,2004701,Quest,1,Npc1529Route1_3,Selangkah Demi Selangkah,Doolan berjalan-jalan di sekitar Thousand Winds Temple, sepertinya dia gelisah...,Bantu Doolan,
21700,1,2003,2004801,Quest,1,Event_21700,Merpati, Bebek, dan Anak Kecil,Timmie lagi-lagi bersedih hati, tapi kali ini bukan karena burung merpati terbang pergi...,Penuhi permintaan Timmie,
21900,1,2003,2004901,Quest,1,Event_21900,Sedikit Anggur Saja...,Nimrod ingin menikmati beberapa gelas anggur di Tavern, tapi dia butuh seseorang untuk membantunya...,Bantu Nimrod,
22000,1,2003,2005101,Quest,1,Event_22000,Anggur Mondstadt,Angel's Share selalu ramai pengunjung. Tetapi, belakangan bartender Charles terlihat agak gelisah...,Buat koktail yang sempurna,
22100,1,2003,2005401,Quest,1,Event_22100,Guy yang Tak Kelihatan,Guy terlihat sedang depresi...,Penuhi permintaan Guy,
22200,1,2003,2005801,Quest,1,Event_22200,Nora, Lari!,Nora ingin bermain di puncak patung, tapi Suster Grace melarangnya...,Penuhi permintaan Nora,
22400,1,2003,2006201,Quest,1,Event_22400,Batas Kemampuan Petualang,Sepertinya Herman sedang dalam kesulitan...,Bantu Herman,
22500,1,2003,2006001,Quest,1,Event_22500,Perilaku Seorang Ayah,Kelihatannya Tunner sakit parah...,Bantu Tunner,
22600,1,2003,2002301,Quest,1,Event22600NPCSpawn3,Praduga Tak Bersalah,Suster Victoria sepertinya sedang memikirkan sesuatu...,Bantu Suster Victoria,
22700,1,2003,2006101,Quest,1,Npc1537Born,Merpati tak Kunjung Pulang,Draff kesal kepada merpati-merpati yang dia pelihara...,Bantu Draff,
22800,1,2003,2006301,Quest,1,Q20063JackBorn,Penonton Terbaik Mondstadt,Kisah petualangan membuat Jack jadi super semangat. Dia sekarang mencari seseorang yang dapat membantunya melacak monster di dalam cerita...,Bantu Jack,
22900,1,2003,2005901,Quest,1,Event_22900,Harta Karun... Jangan Ditolak!,Marjorie kelihatan gusar karena barang-barangnya tidak cukup...,Bantu Marjorie,
24700,1,2003,2051101,Quest,1,Q20511_AnDongNiInitPos,Obat Ajaib,Anthony meminta resep dari dokter di Liyue Harbor untuk menyembuhkan Anna...,Bantu Anthony,
24701,1,2003,2051201,Quest,1,Q20511_AnDongNiInitPos,Obat Ajaib,Anthony meminta resep dari dokter di Liyue Harbor untuk menyembuhkan Anna...,Bantu Anthony,
24702,1,2003,2051301,Quest,1,Q20511_AnDongNiInitPos,Obat Ajaib,Anthony meminta resep dari dokter di Liyue Harbor untuk menyembuhkan Anna...,Bantu Anthony,
23000,1,2003,2010201,Quest,1,Npc1537Born,Surat Seorang Anak,Draff dari Springvale sepertinya khawatir karena sepucuk surat...,Bantu Draff,
24800,1,2003,2051401,Quest,1,Q20514_AnDongNiInitPos,Sembuh dari Penyakit Serius,Setelah Anna sembuh dari sakitnya, akhirnya dia bisa bermain lagi di sekitar kota. Tapi, Anthony sepertinya tidak bisa menemukannya...,Temukan Anna,
24801,1,2003,2051501,Quest,1,Q20514_AnDongNiInitPos,Sembuh dari Penyakit Serius,Setelah Anna sembuh dari sakitnya, akhirnya dia bisa bermain lagi di sekitar kota. Tapi, Anthony sepertinya tidak bisa menemukannya...,Temukan Anna,
24802,1,2003,2051601,Quest,1,Q20514_AnDongNiInitPos,Sembuh dari Penyakit Serius,Setelah Anna sembuh dari sakitnya, akhirnya dia bisa bermain lagi di sekitar kota. Tapi, Anthony sepertinya tidak bisa menemukannya...,Temukan Anna,
24900,1,2003,2051701,Quest,1,Q20517_Rudolf_InitPos,Hadiah Kejutan,Rudolf ingin memberikan hadiah untuk istrinya, Jilliana, tapi dia tidak tahu ingin memberikan apa. Dia bingung harus berbuat apa...,Bantu Rudolf,
24100,1,2003,2051801,Quest,1,Q20518_Vile_InitPos,Misi dari "Pria Itu",Setelah selesai dengan masalah Jilliana, Vile datang lagi untuk memberi tahumu bahwa "Pria Itu" punya misi lain untukmu...,Selesaikan "Misi dari 'Pria Itu'",
24101,1,2003,2051901,Quest,1,Q20518_Vile_InitPos,Misi dari "Pria Itu",Setelah selesai dengan masalah Jilliana, Vile datang lagi untuk memberi tahumu bahwa "Pria Itu" punya misi lain untukmu...,Selesaikan "Misi dari 'Pria Itu'",
23100,1,2003,2006801,Quest,1,NpcFemaleDayStand09Born,Maaf, Timmie!,Timmie sepertinya mempunyai masalah denganmu mengenai suatu hal. Mungkin Suster Grace tahu cara agar kamu bisa berdamai dengannya...,Selesaikan permintaan Grace,
23300,1,2003,2010301,Quest,1,Q20103NPCBorn,Komunikasi Melalui Puisi,Ella Musk yakin bahwa dia menemukan cara lain untuk berkomunikasi dengan para Hilichurl. Dan dia mencari seseorang untuk membantu idenya tersebut...,Bantu Ella Musk,
24300,1,2003,2070001,Quest,1,Q20700_Start,Dapat Diandalkan,Pedagang Snezhnaya, Tsaverich mencari seseorang yang dapat diandalkan untuk membantunya.,Dapatkan imbalan dari Tsaverich,
23600,1,2003,2060001,Quest,1,Event_23600_Revised,Kisah Musim Dingin,Anggota Fatui, Victor, sedang merekrut anggota baru di Mondstadt, mungkin ini adalah kesempatan baik untuk mengetahui apa rencana Fatui...,Dapatkan informasi intel dari Victor,
24000,1,2003,2070101,Quest,1,Q20701_Start,Tamu Langganan,Siegfria tidak dapat berhenti mengidam Jade Parcel, dia ingin mencicipinya sekali lagi...,Memasak untuk Siegfria,
24500,1,2003,2070201,Quest,1,Q20702_Start,Pengetahuan dasar Knights of Favonius,Swan dari Knights of Favonius ingin membantu Honorary Knight memahami Mondstadt dan organisasi Knights...,Pelajari hal-hal tentang Mondstadt,
24600,1,2003,2070301,Quest,1,Q20703_Start,Daun yang Mengendarai Angin,Edith ingin menulis sebuah buku yang bertemakan Anemo, dan dia sedang mencari inspirasi...,Bantu Edith menemukan Anemo Leaf,
27700,1,2003,2070401,Quest,1,Q20704_Start,,,,
24200,1,2003,2010401,Quest,1,Npc1596Born,Pembersihan Kilang Anggur II,Pelayan Adelinde menugaskan Moco dan Hillie bersih-bersih. Namun sepertinya mereka mengalami sedikit masalah...,Bantu Moco dan Hillie,
28600,1,2003,4112501,Quest,1,Q41125jieke,Meteorit dan Petualangan,Jack si petualang dari Adventurers' Guild sepertinya mempunyai beberapa ide untuk menangani meteorit jatuh itu...,Bantu Jack,
28900,1,2003,2006901,Quest,1,Q20069_npc,Bunga Segar,Bunga tidak terus segar untuk waktu yang lama. Flora, sang pemilik Floral Whisper, telah memikirkan cara yang lebih baik untuk melestarikan bunga-bunga itu...,Bantu Flora,
29000,1,2003,2007015,Quest,1,Q20069_npc,Segarnya Bunga,Untuk membantu Flora memastikan keefektifan menaruh bunga dalam lingkungan penyimpanan yang dingin, kamu harus pergi ke Dragonspine sekali lagi untuk mengambil bunga yang ditaruh di bawah salju...,Bantu Flora mengambil bunga,
29001,1,2003,2007112,Quest,1,Q20069_npc,Segarnya Bunga,Untuk membantu Flora memastikan keefektifan menaruh bunga dalam lingkungan penyimpanan yang dingin, kamu harus pergi ke Dragonspine sekali lagi untuk mengambil bunga yang ditaruh di bawah salju...,Bantu Flora mengambil bunga,
29002,1,2003,2007213,Quest,1,Q20069_npc,Segarnya Bunga,Untuk membantu Flora memastikan keefektifan menaruh bunga dalam lingkungan penyimpanan yang dingin, kamu harus pergi ke Dragonspine sekali lagi untuk mengambil bunga yang ditaruh di bawah salju...,Bantu Flora mengambil bunga,
29100,1,2003,2007301,Quest,1,Q20073_startPos,Pasokan Darurat,Riese mempersiapkan beberapa pasokan sebagai persediaan darurat untuk melindungi beberapa petualang nekat dari mara bahaya di Dragonspine...,Bantu Riese,
28800,1,2003,2052001,Quest,1,Q20520tommy,Hampir Membeku,Petualang Tommy yang hampir beku kedinginan masih saja memikirkan tentang misinya yang belum selesai...,Bantu Tommy,
29200,1,2003,2052101,Quest,1,Q20521target,Sajikan Selagi Hangat,Harum makanan yang berasal dari kemah di bawah kaki gunung Dragonspine sungguh menggugah selera, tapi koki Harris sepertinya mengkhawatirkan sesuatu...,Bantu Iris,
29400,1,2003,2000301,Quest,1,Q20003_Gede,Bayarlah yang Seharusnya Dibayar,Sepertinya ada sesuatu yang membuat Goth gelisah ....,Bantu Goth,
29500,1,2003,2000401,Quest,1,Q20004_N1606,Bayarlah yang Seharusnya Dibayar,Sepertinya ada sesuatu yang membuat Goth gelisah ....,Bantu Goth,
29900,1,2003,2002901,Quest,1,Event_23600_Revised,Kembali ke Hari-Hari Bersalju,Viktor — Fatui yang ditugaskan di Mondstadt, akhirnya diperintahkan untuk kembali ke kampung halamannya ....,Bantu Viktor,
40010,1,2003,2001401,Quest,1,Q2002001_N1408,Ujian Petualang: Taktik Bertempur,Anna dari Mondstadt benar-benar ingin menjadi seorang petualang ....,Bantu Anna,
40020,1,2003,2002001,Quest,1,Q2002001_N1408,Ujian Petualang: Seni Bertualang,Anna dari Mondstadt benar-benar ingin menjadi seorang petualang ....,Bantu Anna,
40030,1,2003,2002101,Quest,1,Q2002105_N1405,Ujian Petualang: Teknik Mengudara,Anna dari Mondstadt benar-benar ingin menjadi seorang petualang ....,Bantu Anna,
40031,1,2003,2006701,Quest,1,Q2002105_N1405,Ujian Petualang: Teknik Mengudara,Anna dari Mondstadt benar-benar ingin menjadi seorang petualang ....,Bantu Anna,
40040,1,2003,2003301,Quest,1,Q2002001_N1408,Anna si Petualang!,Sepertinya Anna dari Mondstadt akhirnya berhasil menjadi seorang petualang.,Bantu Anna,
40041,1,2003,2004601,Quest,1,Q2002001_N1408,Anna si Petualang!,Sepertinya Anna dari Mondstadt akhirnya berhasil menjadi seorang petualang.,Bantu Anna,
40042,1,2003,2005201,Quest,1,Q2002001_N1408,Anna si Petualang!,Sepertinya Anna dari Mondstadt akhirnya berhasil menjadi seorang petualang.,Bantu Anna,
40050,1,2003,2003401,Quest,1,Q2002001_N1408,Anna si Petualang!,Sepertinya Anna dari Mondstadt akhirnya berhasil menjadi seorang petualang.,Bantu Anna,
15000,2,1101,0,Scene,0,Event_15000,Ombak yang Menggulung,Sekelompok Hilichurl sedang melatih kemampuan bertarung di atas air. Kalahkan mereka dan akhiri semua ini. Menjatuhkan mereka ke dalam air mungkin cukup efektif...,Habisi semua musuh,
15001,2,1101,0,Scene,0,Event_15001,Ombak yang Menggulung,Sekelompok Hilichurl sedang melatih kemampuan bertarung di atas air. Kalahkan mereka dan akhiri semua ini. Menjatuhkan mereka ke dalam air mungkin cukup efektif...,Habisi semua musuh,
15002,2,1101,0,Scene,0,Event_15002,Ombak yang Menggulung,Sekelompok Hilichurl sedang melatih kemampuan bertarung di atas air. Kalahkan mereka dan akhiri semua ini. Menjatuhkan mereka ke dalam air mungkin cukup efektif...,Habisi semua musuh,
15100,2,1102,0,Scene,0,Event_15100,Serangan Langsung,Capai tujuan dalam batas waktu. Mengalahkan musuh akan memberimu sedikit lebih banyak waktu.,Selesaikan Tantangan Waktu,
