Id,CityId,PoolId,QuestId,Type,Rarity,CenterPosition,Title,Description,Target,
20702,1,2003,2001509,Quest,2,Q20015NPC01,Языковой обмен,Отправляйтесь вместе с Эллой Маск в лагерь хиличурлов неподалёку. Она хочет попрактиковать их язык.,Проводите Эллу Маск в лагерь хиличурлов,
21000,1,2003,2003601,Quest,2,Event_21000,Ветер воспоминаний уносит тоску,Глория скучает по своему возлюбленному, который отправился в дальнее странствие. Она хочет передать ему сообщение.,Помогите Глории,
20900,1,2003,2003801,Quest,2,Event_20900,Как отблагодарить божество,Джиллиана ищет кого-то, кто сможет почистить статуи семи Архонтов.,Помогите Джиллиане,
21100,1,2003,2003701,Quest,1,Q20037NPC01GDWTBG,Недосягаемая любовь,Годвин, рыцарь Ордо Фавониус, скучает по своей подруге, которая осталась в Мондштадте. Он ищет способ отправить ей письмо.,Помогите Годвину,
21200,1,2003,2003901,Quest,2,Event_21200,Чудеса алхимии!,Тимей хочет продемонстрировать людям чудеса алхимии...,Откройте для себя алхимию,
20600,1,2003,2004001,Quest,2,Event_20600,Грядёт буря,Сестра Винд хочет забраться на вершину дозорной башни, но что-то встало у неё на пути.,Помогите сестре Винд,
21300,1,2003,2004101,Quest,2,Event_21300,Ради приключений нужно идти вперёд!,Пачи пытается попасть внутрь храма Тысячи ветров.,Помогите мисс Пачи,
21600,1,2003,2004401,Quest,1,Event_21600,Айлин, будущий рыцарь...,Айлин изо всех сил пытается стать рыцарем, но, похоже, ей не хватает практики. Она ищет наставника...,Проведите обучение Айлин,
21601,1,2003,2005001,Quest,1,Event_21600,Айлин, будущий рыцарь...,Айлин изо всех сил пытается стать рыцарем, но, похоже, ей не хватает практики. Она ищет наставника...,Завершите испытание Айлин,
21602,1,2003,2005301,Quest,2,Event_21600,Айлин, будущий рыцарь...,Айлин изо всех сил пытается стать рыцарем, но, похоже, ей не хватает практики. Она ищет наставника...,Завершите испытание Айлин,
21603,1,2003,2006501,Quest,2,Event_21600,Айлин, будущий рыцарь...,Айлин изо всех сил пытается стать рыцарем, но, похоже, ей не хватает практики. Она ищет наставника...,Завершите испытание Айлин,
21604,1,2003,2006601,Quest,2,Event_21600,Айлин, будущий рыцарь...,Айлин изо всех сил пытается стать рыцарем, но, похоже, ей не хватает практики. Она ищет наставника...,Завершите испытание Айлин,
21400,1,2003,2004201,Quest,1,Q20042NPC1Born,Постойте, господин Альберт!,Подозрительную личность заметили рядом с собором. Сестра Виктория хочет, чтобы вы с этим разобрались.,Помогите сестре Виктории,
21500,1,2003,2004301,Quest,1,Q20043NPC1Born,Мишель никогда не останавливается!,Мишель направляется на работу. Почему она выглядит такой уставшей...,Помогите Мишель,
21800,1,2003,2004701,Quest,1,Npc1529Route1_3,Шаг за шагом,Дулан ходит кругами у храма Тысячи ветров. Очевидно, он о чём-то беспокоится...,Помогите Дулану,
21700,1,2003,2004801,Quest,1,Event_21700,Мальчик, голуби и утки,Тимми снова грустит. Но на этот раз не из-за улетевших голубей.,Помогите Тимми,
21900,1,2003,2004901,Quest,1,Event_21900,Ещё по одной,Нимрод хочет спокойно выпить в таверне. Нужно, чтобы кто-то отвлёк его жену.,Помогите Нимроду,
22000,1,2003,2005101,Quest,1,Event_22000,Вина Мондштадта,В «Доле ангелов» дела идут, как всегда, хорошо. Но что-то беспокоит бармена Чарльза...,Смешайте идеальный коктейль,
22100,1,2003,2005401,Quest,1,Event_22100,Гай, которого никто не замечает,У Гая плохое настроение...,Помогите Гаю,
22200,1,2003,2005801,Quest,1,Event_22200,Нора, беги!,Нора хочет залезть на верхушку статуи, но сестра Грейс ей не разрешает...,Помогите Норе,
22400,1,2003,2006201,Quest,1,Event_22400,Предел искателя приключений,Похоже, у Германа какие-то проблемы...,Помогите Герману,
22500,1,2003,2006001,Quest,1,Event_22500,Папа может, папа может...,Таннер серьёзно болен...,Помогите мистеру Таннеру,
22600,1,2003,2002301,Quest,1,Event22600NPCSpawn3,Презумпция невиновности,Сестра Виктория о чём-то глубоко задумалась...,Помогите сестре Виктории,
22700,1,2003,2006101,Quest,1,Npc1537Born,Голуби не возвращаются,Драфф зол на своих голубей.,Помогите Драффу,
22800,1,2003,2006301,Quest,1,Q20063JackBorn,Лучшие зрители Мондштадта,Джек услышал историю о путешествиях и теперь сам хочет отправиться искать приключения. Он ищет кого-то, кто сможет найти следы монстров из истории...,Помогите Джеку,
22900,1,2003,2005901,Quest,1,Event_22900,Нужно больше сокровищ!,Кажется, Марджори расстроена дефицитом товаров...,Помогите Марджори,
24700,1,2003,2051101,Quest,1,Q20511_AnDongNiInitPos,Прямиком из чудесной лавки травника,Энтони попросил у искусного целителя из Ли Юэ рецепт лекарства для Анны...,Помогите Энтони,
24701,1,2003,2051201,Quest,1,Q20511_AnDongNiInitPos,Прямиком из чудесной лавки травника,Энтони попросил у искусного целителя из Ли Юэ рецепт лекарства для Анны...,Помогите Энтони,
24702,1,2003,2051301,Quest,1,Q20511_AnDongNiInitPos,Прямиком из чудесной лавки травника,Энтони попросил у искусного целителя из Ли Юэ рецепт лекарства для Анны...,Помогите Энтони,
23000,1,2003,2010201,Quest,1,Npc1537Born,Письмо одного мальчика,Господин Драфф из Спрингвейла, кажется, беспокоится из-за письма...,Помогите Драффу,
24800,1,2003,2051401,Quest,1,Q20514_AnDongNiInitPos,Болезнь отступает,Болезнь постепенно отступает, и Анна, наконец, может выходить на улицу поиграть. Вот только Энтони не может её найти...,Отыщите Анну,
24801,1,2003,2051501,Quest,1,Q20514_AnDongNiInitPos,Болезнь отступает,Болезнь постепенно отступает, и Анна, наконец, может выходить на улицу поиграть. Вот только Энтони не может её найти...,Отыщите Анну,
24802,1,2003,2051601,Quest,1,Q20514_AnDongNiInitPos,Болезнь отступает,Болезнь постепенно отступает, и Анна, наконец, может выходить на улицу поиграть. Вот только Энтони не может её найти...,Отыщите Анну,
24900,1,2003,2051701,Quest,1,Q20517_Rudolf_InitPos,Большой сюрприз,Господин Рудольф хочет преподнести подарок своей жене, Джилианне, но не знает, что лучше подарить. Поэтому он очень переживает...,Помогите Рудольфу,
24100,1,2003,2051801,Quest,1,Q20518_Vile_InitPos,Поручение «того господина»,После того как с делом Джиллианы было покончено, Вэл сообщила, что у «того господина» есть новое поручение...,Выполните поручение «того господина»,
24101,1,2003,2051901,Quest,1,Q20518_Vile_InitPos,Поручение «того господина»,После того как с делом Джиллианы было покончено, Вэл сообщила, что у «того господина» есть новое поручение...,Выполните поручение «того господина»,
23100,1,2003,2006801,Quest,1,NpcFemaleDayStand09Born,Прости, Тимми!,Тимми сердится на вас из-за чего-то. Может, сестра Грейс знает, как вам помириться с ним?,Выполните поручение Грейс,
23300,1,2003,2010301,Quest,1,Q20103NPCBorn,Стихотворное общение,Элла Маск придумала новый метод общения с хиличурлами. Она как раз ищет человека, который поможет ей применить его на практике...,Помогите Элле Маск,
24300,1,2003,2070001,Quest,1,Q20700_Start,Сказано - сделано,Царевич, купец из Снежной, ищет надёжного человека для решения некоторых проблем...,Вернитесь к Царевичу за наградой,
23600,1,2003,2060001,Quest,1,Event_23600_Revised,Зимняя история,Виктор из Фатуи набирает в Мондштадте новых рекрутов. Нельзя упускать такую возможность познакомиться с Фатуи изнутри...,Получите у Виктора информацию о Фатуи,
24000,1,2003,2070101,Quest,1,Q20701_Start,Постоянный клиент,Зигфрия не может забыть вкус «Нефритовых мешочков». Она хочет полакомиться ими ещё раз.,Приготовьте блюдо для Зигфрии,
24500,1,2003,2070201,Quest,1,Q20702_Start,Базовые знания о рыцарях Ордо Фавониус,Свен хочет поделиться с вами знаниями о Мондштадте и Ордо Фавониус...,Узнайте больше о Мондштадте,
24600,1,2003,2070301,Quest,1,Q20703_Start,Листва на ветру,Эдит ищет вдохновение для новой книги, посвящённой Анемо...,Помогите Эдит найти Анемо листья,
27700,1,2003,2070401,Quest,1,Q20704_Start,,,,
24200,1,2003,2010401,Quest,1,Npc1596Born,Уборка на винокурне II,Согласно плану главной горничной Аделинды, горничные Моко и Хилли должны были начать уборку. Но они, кажется, столкнулись с трудностями...,Помогите Моко и Хилли,
28600,1,2003,4112501,Quest,1,Q41125jieke,Метеориты и приключение,Кажется, Джек из мондштадтского отделения Гильдии искателей приключений знает, что делать с упавшими с небес метеоритами...,Помогите Джеку,
28900,1,2003,2006901,Quest,1,Q20069_npc,Цветочная свежесть,Все цветы со временем вянут. Хозяйка «Шёпота цветов» Флора ищет способ сохранить их свежесть...,Помогите Флоре,
29000,1,2003,2007015,Quest,1,Q20069_npc,Свежие цветы,Чтобы проверить, насколько эффективным оказался способ хранения цветов в холоде, вам снова придётся отправиться на Драконий хребет и откопать закопанные коробки с цветами...,Принесите цветы Флоре,
29001,1,2003,2007112,Quest,1,Q20069_npc,Свежие цветы,Чтобы проверить, насколько эффективным оказался способ хранения цветов в холоде, вам снова придётся отправиться на Драконий хребет и откопать закопанные коробки с цветами...,Принесите цветы Флоре,
29002,1,2003,2007213,Quest,1,Q20069_npc,Свежие цветы,Чтобы проверить, насколько эффективным оказался способ хранения цветов в холоде, вам снова придётся отправиться на Драконий хребет и откопать закопанные коробки с цветами...,Принесите цветы Флоре,
29100,1,2003,2007301,Quest,1,Q20073_startPos,Экстренные припасы,Ризе занимается подготовкой припасов для безрассудных искателей приключений, которые несмотря на предупреждения всё равно отправляются покорять Драконий хребет...,Помогите Ризе,
28800,1,2003,2052001,Quest,1,Q20520tommy,Полумороженое мясо,Искатель приключений Томми вот-вот станет частью морозного пейзажа Драконьего хребта, но выполнения поручения для него превыше всего...,Помогите Томми,
29200,1,2003,2052101,Quest,1,Q20521target,Подавать горячим,Из лагеря у подножия горы доносится аппетитный аромат, но повара Харриса, кажется, что-то беспокоит...,Помогите Юй Ся,
29400,1,2003,2000301,Quest,1,Q20003_Gede,Должен - верни,Гёте чем-то обеспокоен...,Помогите Гёте,
29500,1,2003,2000401,Quest,1,Q20004_N1606,Должен - верни,Гёте чем-то обеспокоен...,Помогите Гёте,
29900,1,2003,2002901,Quest,1,Event_23600_Revised,Назад в зиму,Пребывавший в Мондштадте Фатуи Виктор наконец получил приказ вернуться на родину.,Помогите Виктору,
40010,1,2003,2001401,Quest,1,Q2002001_N1408,Испытание для искателя приключений: Тактика боя,Анна из Мондштадта хочет стать искательницей приключений...,Помогите Анне,
40020,1,2003,2002001,Quest,1,Q2002001_N1408,Испытание для искателя приключений: Ключ к успеху,Анна из Мондштадта хочет стать искательницей приключений...,Помогите Анне,
40030,1,2003,2002101,Quest,1,Q2002105_N1405,Испытание для искателя приключений: Способ взлёта,Анна из Мондштадта хочет стать искательницей приключений...,Помогите Анне,
40031,1,2003,2006701,Quest,1,Q2002105_N1405,Испытание для искателя приключений: Способ взлёта,Анна из Мондштадта хочет стать искательницей приключений...,Помогите Анне,
40040,1,2003,2003301,Quest,1,Q2002001_N1408,Искательница приключений Анна!,Оказывается, Анна из Мондштадта стала искательницей приключений...,Помогите Анне,
40041,1,2003,2004601,Quest,1,Q2002001_N1408,Искательница приключений Анна!,Оказывается, Анна из Мондштадта стала искательницей приключений...,Помогите Анне,
40042,1,2003,2005201,Quest,1,Q2002001_N1408,Искательница приключений Анна!,Оказывается, Анна из Мондштадта стала искательницей приключений...,Помогите Анне,
40050,1,2003,2003401,Quest,1,Q2002001_N1408,Искательница приключений Анна!,Оказывается, Анна из Мондштадта стала искательницей приключений...,Помогите Анне,
15000,2,1101,0,Scene,0,Event_15000,Высокие волны,Группа хиличурлов упражняется в приёмах надводного боя. Разберитесь с этой угрозой. Попробуйте столкнуть их в воду.,Победите всех монстров,
15001,2,1101,0,Scene,0,Event_15001,Высокие волны,Группа хиличурлов упражняется в приёмах надводного боя. Разберитесь с этой угрозой. Попробуйте столкнуть их в воду.,Победите всех монстров,
15002,2,1101,0,Scene,0,Event_15002,Высокие волны,Группа хиличурлов упражняется в приёмах надводного боя. Разберитесь с этой угрозой. Попробуйте столкнуть их в воду.,Победите всех монстров,
15100,2,1102,0,Scene,0,Event_15100,Прямо в сердце,Достигните финиша за отведённое время. Побеждённые по пути противники дадут вам дополнительное время.,Выполните испытание на время,
15101,2,1102,0,Scene,0,Event_15101,Прямо в сердце,Достигните финиша за отведённое время. Побеждённые по пути противники дадут вам дополнительное время.,Выполните испытание на время,
15103,2,1102,0,Scene,0,Event_15103,Прямо в сердце,Достигните финиша за отведённое время. Побеждённые по пути противники дадут вам дополнительное время.,Выполните испытание на время,
15104,2,1102,0,Scene,0,Event_15104,Прямо в сердце,Достигните финиша за отведённое время. Побеждённые по пути противники дадут вам дополнительное время.,Выполните испытание на время,
15105,2,1102,0,Scene,0,Event_15105,Прямо в сердце,Достигните финиша за отведённое время. Побеждённые по пути противники дадут вам дополнительное время.,Выполните испытание на время,
15200,2,1104,0,Scene,0,Event_15200,Зачем бить камень?,Группа хиличурлов слоняется по дикой местности. Некоторые из них усилены Гео элементом. Разберитесь с этой угрозой.,Победите всех монстров,
15201,2,1104,0,Scene,0,Event_15201,Зачем бить камень?,Группа хиличурлов слоняется по дикой местности. Некоторые из них усилены Гео элементом. Разберитесь с этой угрозой.,Победите всех монстров,
15202,2,1104,0,Scene,0,Event_15202,Зачем бить камень?,Группа хиличурлов слоняется по дикой местности. Некоторые из них усилены Гео элементом. Разберитесь с этой угрозой.,Победите всех монстров,
15203,2,1104,0,Scene,0,Event_15203,Зачем бить камень?,Группа хиличурлов слоняется по дикой местности. Некоторые из них усилены Гео элементом. Разберитесь с этой угрозой.,Победите всех монстров,
15204,2,1104,0,Scene,0,Event_15204,Зачем бить камень?,Группа хиличурлов слоняется по дикой местности. Некоторые из них усилены Гео элементом. Разберитесь с этой угрозой.,Победите всех монстров,
15205,2,1104,0,Scene,0,Event_15205,Зачем бить камень?,Группа хиличурлов слоняется по дикой местности. Некоторые из них усилены Гео элементом. Разберитесь с этой угрозой.,Победите всех монстров,
15206,2,1104,0,Scene,0,Event_15206,Зачем бить камень?,Группа хиличурлов слоняется по дикой местности. Некоторые из них усилены Гео элементом. Разберитесь с этой угрозой.,Победите всех монстров,
15207,2,1104,0,Scene,0,Event_15207,Зачем бить камень?,Группа хиличурлов слоняется по дикой местности. Некоторые из них усилены Гео элементом. Разберитесь с этой угрозой.,Победите всех монстров,
15208,2,1104,0,Scene,0,Event_15208,Зачем бить камень?,Группа хиличурлов слоняется по дикой местности. Некоторые из них усилены Гео элементом. Разберитесь с этой угрозой.,Победите всех монстров,
15300,2,1103,0,Scene,2,Event_15300,Маленький шаг для хиличурла,Хиличурлы собираются построить лагерь в окрестностях города. Не дайте им этого сделать!,Победите всех монстров,
15302,2,1103,0,Scene,2,Event_15302,Маленький шаг для хиличурла,Хиличурлы собираются построить лагерь в окрестностях города. Не дайте им этого сделать!,Победите всех монстров,
15303,2,1103,0,Scene,2,Event_15303,Маленький шаг для хиличурла,Хиличурлы собираются построить лагерь в окрестностях города. Не дайте им этого сделать!,Победите всех монстров,
15304,2,1103,0,Scene,2,Event_15304,Маленький шаг для хиличурла,Хиличурлы собираются построить лагерь в окрестностях города. Не дайте им этого сделать!,Победите всех монстров,
15400,2,1103,0,Scene,2,Event_15400,Распространяя зло,Маг бездны проводит злые ритуалы над хиличурлами. Немедленно разберитесь с этой угрозой.,Победите всех монстров,
15401,2,1103,0,Scene,2,Event_15401,Распространяя зло,Маг бездны проводит злые ритуалы над хиличурлами. Немедленно разберитесь с этой угрозой.,Победите всех монстров,
15403,2,1103,0,Scene,2,Event_15403,Распространяя зло,Маг бездны проводит злые ритуалы над хиличурлами. Немедленно разберитесь с этой угрозой.,Победите всех монстров,
15404,2,1103,0,Scene,2,Event_15404,Распространяя зло,Маг бездны проводит злые ритуалы над хиличурлами. Немедленно разберитесь с этой угрозой.,Победите всех монстров,
15405,2,1103,0,Scene,2,Event_15405,Распространяя зло,Маг бездны проводит злые ритуалы над хиличурлами. Немедленно разберитесь с этой угрозой.,Победите всех монстров,
15501,2,1103,0,Scene,0,Event_15501,Растущая угроза,Не дайте хиличурлам достроить дозорную башню в окрестностях города.,Разрушьте башни хиличурлов,
15502,2,1103,0,Scene,0,Event_15502,Растущая угроза,Не дайте хиличурлам достроить дозорную башню в окрестностях города.,Разрушьте башни хиличурлов,
15503,2,1103,0,Scene,0,Event_15503,Растущая угроза,Не дайте хиличурлам достроить дозорную башню в окрестностях города.,Разрушьте башни хиличурлов,
15504,2,1103,0,Scene,0,Event_15504,Растущая угроза,Не дайте хиличурлам достроить дозорную башню в окрестностях города.,Разрушьте башни хиличурлов,
15505,2,1103,0,Scene,0,Event_15505,Растущая угроза,Не дайте хиличурлам достроить дозорную башню в окрестностях города.,Разрушьте башни хиличурлов,
